"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL2105721";"NIVOCASAN";"GS-9450|LB-84451|LB84451|NIVOCASAN";"GS-9450|LB-84451|LB84451";"2.0";"";"'-casan'";"2010";"caspase inhibitors";"'-casan(-casan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1"
"CHEMBL3301681";"TRIBENOSIDE";"21401-BA|HEMOCURON|TRIBENOSIDE";"21401-BA";"-1.0";"";"";"1969";"";"";"";"C05AX05 | C05CX01";"C05AX - Other agents for treatment of hemorrhoids and anal fissures for topical use | C05CX - Other capillary stabilizing agents";"C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE | C05C - CAPILLARY STABILIZING AGENTS";"C05 - VASOPROTECTIVES | C05 - VASOPROTECTIVES";"C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM";"Sclerosing Agent";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCOC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O"
"CHEMBL1316";"CARPROFEN";"CARPROFEN|CARPROFEN FOR VETERINARY USE|NSC-297935|RO 20-5720/000|Rimadyl|Ro-20-5720-000";"NSC-297935|RO 20-5720/000|Ro-205720000";"4.0";"Hoffmann La Roche Inc";"'-profen'";"1976";"anti-inflammatory/analgesic agents (ibuprofen type)";"'-profen(-profen)'";"1987";"";"";"";"";"";"Anti-Inflammatory";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12"
"CHEMBL3545055";"INK-1117";"INK-1117";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"0";"0";"0";"Unknown";""
"CHEMBL4298105";"VALZIFLOCEPT";"SHP-652|SHP652|SM-101|SM101|VALZIFLOCEPT";"SHP-652|SHP652|SM-101|SM101";"2.0";"";"'-cept'";"2017";"receptor molecules or membrane ligands, natural, modified or modified";"'-cept(-cept)'";"";"";"";"";"";"";"";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1726";"NISOLDIPINE";"BAY K 5552|BAY-K-5552|BAYMYCARD|GEOMATRIX 16E|NISOLDIPIN|NISOLDIPINE|NISOLDIPINE (STN)|NSC-759106|SYSCOR MR 10|SYSCOR MR 20|SYSCOR MR 30|Sular";"BAY K 5552|BAY-K-5552|NSC-759106";"4.0";"Mylan Pharmaceuticals Inc|Covis Pharma Gmbh";"'-dipine; -pine'";"1981";"phenylpyridine vasodilators; tricyclic compounds";"'-dipine(-dipine); -pine(-pine)'";"1995";"C08CA07";"C08CA - Dihydropyridine derivatives";"C08C - SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS";"C08 - CALCIUM CHANNEL BLOCKERS";"C - CARDIOVASCULAR SYSTEM";"Vasodilator (coronary)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]"
"CHEMBL1197091";"HALOFUGINONE";"HALOCUR|HALOFUGINON|HALOFUGINONE|HT-100";"HT-100";"2.0";"";"";"1981";"";"";"";"";"";"";"";"";"Antiprotozoal";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O"
"CHEMBL399510";"BROMOPRIDE";"BROMOPRIDE|MOVIPRIDE|NSC-758391";"NSC-758391";"3.0";"";"'-pride'";"";"sulpride derivatives and analogs";"'-pride(-pride)'";"";"A03FA04";"A03FA - Propulsives";"A03F - PROPULSIVES";"A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC"
"CHEMBL1201195";"CEFMETAZOLE";"CEFMETAZOLE|U-72791";"U-72791";"4.0";"Pharmacia And Upjohn Co";"'cef-'";"1987";"cephalosporins";"'cef-(cef-)'";"1989";"J01DC09";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21"
"CHEMBL1893913";"IODOCARB";"IODOCARB";"";"2.0";"";"'io-'";"";"iodine-containing contrast media";"'io-(io-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"CCCCNC(=O)OCC#CI"
"CHEMBL3545247";"CAL-263";"CAL-263";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3301581";"ABALOPARATIDE";"ABALOPARATIDE|BA-058|BA058|BIM-44058|TYMLOS";"BA-058|BA058|BIM-44058";"4.0";"Radius Health Inc";"'-tide'";"2014";"peptides: parathyroid hormone related peptide";"'-tide(-tide (-paratide))'";"2017";"H05AA04";"H05AA - Parathyroid hormones and analogues";"H05A - PARATHYROID HORMONES AND ANALOGUES";"H05 - CALCIUM HOMEOSTASIS";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"";"US-7803770-B2";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";""
"CHEMBL2338801";"LUVADAXISTAT";"LUVADAXISTAT|TAK-831|TAK831";"TAK-831|TAK831";"2.0";"";"'-stat'";"";"enzyme inhibitors: D-amino acid oxidase (DAAO) inhibitors";"'-stat(-stat (-daxistat))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=c1[nH]nc(CCc2ccc(C(F)(F)F)cc2)cc1O"
"CHEMBL14370";"REBOXETINE";"EDRONAX|REBOXETINE";"";"4.0";"";"'-oxetine'";"1997";"antidepressants (fluoxetine type)";"'-oxetine(-oxetine)'";"";"N06AX18";"N06AX - Other antidepressants";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCOc1ccccc1OC(c1ccccc1)C1CNCCO1"
"CHEMBL59356";"ATRELEUTON";"A-85761|A-85761.0|ABBOTT-85761|ABT-761|ATRELEUTON|VIA-2291";"A-85761|A-85761.0|ABBOTT-85761|ABT-761|VIA-2291";"2.0";"";"'-leuton'";"1997";"5-lipoxygenase inhibitors";"'-leuton(-leuton)'";"";"";"";"";"";"";"Inhibitor (5-lipoxygenase); Anti-Asthmatic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O"
"CHEMBL2403318";"DELEOBUVIR";"BI 207127|BI-207127|DELEOBUVIR";"BI 207127|BI-207127";"3.0";"";"'-vir'";"2013";"antivirals: RNA polymerase (NS5B) inhibitors";"'-vir(-vir (-buvir))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21"
"CHEMBL3545290";"PRS-211375";"CANNABINOR|CANNABINOR, (-)-|PRS-211,375|PRS-211375";"PRS-211,375";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1201664";"INSULIN ASPART PROTAMINE RECOMBINANT";"INSULIN ASPART PROTAMINE RECOMBINANT";"";"4.0";"Novo Nordisk Inc";"";"";"";"";"2001";"";"";"";"";"";"";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL3039550";"RILIMOGENE GALVACIREPVEC";"PROSTVAC[TM]|Prostvac-V|RILIMOGENE GALVACIREPVEC|RILIMOGENE GAMVACIREPVEC";"Prostvac-V";"3.0";"";"";"2012";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4297634";"GADOPICLENOL";"Elucirem|GADOPICLENOL|P-03277|P03277";"P-03277|P03277";"4.0";"";"'gado-'";"2019";"gadolinium derivatives (principally for diagnostic use)";"'gado-(gado-)'";"2022";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL3137693";"GOLD";"AURUM METALLICUM|CI 77480|COLLOIDAL GOLD|E-175|GOLD|GOLD (E 175)|GOLD, ELEMENTAL|INS NO.175|INS-175";"E-175|INS NO.175|INS-175";"2.0";"";"";"1963";"";"";"";"";"";"";"";"";"";"None";"9:Inorganic";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2096637";"PYRETHRINS";"PYRETHRINS|Pyrethrins";"";"4.0";"Bayer Healthcare Llc";"";"";"";"";"2000";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"1";"0";"Over the Counter";"C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O.C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O"
"CHEMBL1201048";"DROMOSTANOLONE PROPIONATE";"32379|DROMOSTANOLONE|DROMOSTANOLONE PROPIONATE|DROSTANOLONE|DROSTANOLONE PROPIONATE|Drolban|MASTERID|MASTERIL|MASTERON|NSC-12198|NSC-1298|PERMASTRIL";"32379|NSC-12198|NSC-1298";"4.0";"Eli Lilly And Co";"'-olone'";"1963";"steroids (not prednisolone derivatives)";"'-olone(-olone)'";"1982";"";"";"";"";"";"Antineoplastic";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"1";"0";"0";"Discontinued";"CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C"
"CHEMBL3707253";"BEVACIZUMAB 111IN";"BEVACIZUMAB 111IN|Bevacizumab In111";"";"-1.0";"";"'-mab'";"";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3989914";"GLESATINIB";"GLESATINIB|MG-90265|MG-90265X|MG90265|MG90265H9|MG90265X|MG90265gly|MGCD-265|MGCD265";"MG-90265|MG-90265X|MG90265|MG90265H9|MG90265X|MG90265gly|MGCD-265|MGCD265";"2.0";"";"'-tinib'";"2016";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1"
"CHEMBL4301898";"E133";"";"";"4.0";"Dutch Ophthalmic Research Center International Bv";"";"";"";"";"2019";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1"
"CHEMBL38434";"BREQUINAR";"BREQUINAR";"";"2.0";"";"";"1987";"";"";"";"";"";"";"";"";"Antineoplastic";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O"
"CHEMBL23293";"SALIRASIB";"FTS|SALIRASIB";"FTS";"2.0";"";"'-rasib; sal-'";"2005";"Kirsten rat sarcoma (KRAS) inhibitors; anti-inflammatory agents (salicylic acid derivatives)";"'-rasib(-rasib); sal-(sal-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O"
"CHEMBL3544989";"VOLANESORSEN SODIUM";"ISIS 304801|ISIS 304801 SODIUM SALT|ISIS-304801 SODIUM|ISIS-304801 SODIUM SALT|VOLANESORSEN SODIUM|salt";"ISIS 304801|ISIS 304801 SODIUM SALT|ISIS-304801 SODIUM|ISIS-304801 SODIUM SALT|salt";"2.0";"";"'-rsen'";"2014";"antisense oligonucleotides";"'-rsen(-rsen)'";"";"";"";"";"";"";"";"None";"4:Oligonucleotide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1201444";"CRYPTENAMINE ACETATES";"CRYPTENAMINE ACETATES|Unitensen";"";"4.0";"Medpointe Pharmaceuticals Medpointe Healthcare Inc";"";"";"";"";"1982";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL3301594";"FOSTEMSAVIR";"BMS-663068|BMS-663068 FREE ACID|FOSTEMSAVIR";"BMS-663068";"4.0";"Viiv Healthcare Co";"'fos-; -vir'";"2014";"phosphoro-derivatives; antivirals";"'fos-(fos-); -vir(-vir)'";"2020";"J05AX29";"J05AX - Other antivirals";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-7745625-B2";"1:Synthetic Small Molecule";"0";"1";"Achiral Molecule";"1";"1";"0";"0";"0";"Prescription Only";"COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O"
"CHEMBL46917";"CARBARIL";"CARBARIL|CARBARYL|CARYLDERM|CLINICIDE|Carbaril|DERBAC|DERBAC-C|ENT-23969|NSC-27311|SULEO-C";"ENT-23969|NSC-27311";"4.0";"";"'-aril'";"";"antiviral (arildone derivatives)";"'-aril(-aril)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CNC(=O)Oc1cccc2ccccc12"
"CHEMBL550961";"DIAZEPINOMICIN";"AMO-01|BU-4664L|DIAZEPINOMICIN|ECO-4601|TLN-4601";"BU-4664L|ECO-4601|TLN-4601";"2.0";"";"'-micin'";"";"antibiotics (Micromonospora strains)";"'-micin(-micin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21"
"CHEMBL1200623";"ETHYLESTRENOL";"DURABOLIN-O|DURABORAL|ETHYLESTRENOL|ETHYLNANDROL|ETHYLOESTRENOL|Maxibolin|NSC-37726|ORABOLIN";"NSC-37726";"4.0";"Organon Usa Inc";"'-estr-'";"1962";"estrogens";"'-estr-(-estr-)'";"1964";"A14AB02";"A14AB - Estren derivatives";"A14A - ANABOLIC STEROIDS";"A14 - ANABOLIC AGENTS FOR SYSTEMIC USE";"A - ALIMENTARY TRACT AND METABOLISM";"Anabolic";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C"
"CHEMBL1743011";"ENAVATUZUMAB";"ENAVATUZUMAB|PDL 192|PDL-192";"PDL 192|PDL-192";"1.0";"";"'-mab'";"2010";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4297205";"PADOPORFIN";"PADOPORFIN|WST-09|WST09";"WST-09|WST09";"2.0";"";"'-porfin'";"";"benzoporphyrin derivatives";"'-porfin(-porfin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1320667";"VGX-1027";"GIT 27|GIT-027|GIT-27|GLS 1027|GLS-1027|GLS1027|VGX 1027|VGX-1027|VGX1027|ZENUZOLAC";"GIT 27|GIT-027|GIT-27|GLS1027|VGX 1027|VGX-1027|VGX1027";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C(O)CC1CC(c2ccccc2)=NO1"
"CHEMBL4571518";"IBEZAPOLSTAT";"ACX-362E|IBEZAPOLSTAT";"ACX-362E";"2.0";"";"'-stat'";"2019";"enzyme inhibitors: DNA polymerase";"'-stat(-stat (-polstat))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=c1[nH]c(NCc2ccc(Cl)c(Cl)c2)nc2ncn(CCN3CCOCC3)c12"
"CHEMBL1200593";"GADOTERIDOL";"GADOTERIDOL|NSC-760055|PROHANCE MULTIPACK|Prohance|SQ 32,692|SQ-32692";"NSC-760055|SQ 32,692|SQ-32692";"4.0";"Bracco Diagnostics Inc";"'gado-'";"1990";"gadolinium derivatives (principally for diagnostic use)";"'gado-(gado-)'";"1992";"V08CA04";"V08CA - Paramagnetic contrast media";"V08C - MAGNETIC RESONANCE IMAGING CONTRAST MEDIA";"V08 - CONTRAST MEDIA";"V - VARIOUS";"Diagnostic Aid (paramagnetic)";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"1";"0";"1";"Prescription Only";""
"CHEMBL4650396";"GPI-0100";"GPI-0100|GPI0100";"GPI-0100|GPI0100";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3707337";"FERROUS IODINE";"FERROUS IODINE";"";"-1.0";"";"'io-'";"";"iodine-containing contrast media";"'io-(io-)'";"";"B03AA11";"B03AA - Iron bivalent, oral preparations";"B03A - IRON PREPARATIONS";"B03 - ANTIANEMIC PREPARATIONS";"B - BLOOD AND BLOOD FORMING ORGANS";"";"None";"9:Inorganic";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL404849";"SULOCTIDIL";"BEMPERIL|CEREBRO|CIRCLETON|CP-556S|DULASI|DULOCTIL|EUVASAL|FLUVERSIN|FLUVISCO|HEMOANTIN|IANGENE|LOCTIDON|LOCTON|MJF 12637|MJF-12637|OCTAMET|POLIVASAL|SUDIL|SULOCTIDIL|SULOCTON|SULODENE";"CP-556S|MJF 12637|MJF-12637";"4.0";"";"'-dil'";"1978";"vasodilators (undefined group)";"'-dil(-dil)'";"1979";"C04AX19";"C04AX - Other peripheral vasodilators";"C04A - PERIPHERAL VASODILATORS";"C04 - PERIPHERAL VASODILATORS";"C - CARDIOVASCULAR SYSTEM";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1"
"CHEMBL1651913";"OXYFEDRINE";"(-)-OXYFEDRINE|OXYFEDRINE|OXYFEDRINE HYDROCHLORIDE|Oxyfedrine";"";"-1.0";"";"'-drine'";"";"sympathomimetics";"'-drine(-drine)'";"";"C01DX53 | C01DX03";"C01DX - Other vasodilators used in cardiac diseases | C01DX - Other vasodilators used in cardiac diseases";"C01D - VASODILATORS USED IN CARDIAC DISEASES | C01D - VASODILATORS USED IN CARDIAC DISEASES";"C01 - CARDIAC THERAPY | C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1"
"CHEMBL4297584";"TENALISIB";"TENALISIB";"";"2.0";"";"'-lisib; -nal-'";"";"phosphatidylinositol 3-kinase (PI3K) inhibitors; narcotic agonists/antagonists (normorphine type)";"'-lisib(-lisib); -nal-(-nal-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@H](Nc1ncnc2[nH]cnc12)c1oc2ccccc2c(=O)c1-c1cccc(F)c1"
"CHEMBL1951865";"CMS-121";"CMS-121|CMS121";"CMS121";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Oc1ccc(-c2cc(OC3CCCC3)c3ccccc3n2)cc1O"
"CHEMBL2108577";"BELAGENPUMATUCEL-L";"BELAGENPUMATUCEL-L|Lucanix";"";"3.0";"";"";"2006";"";"";"";"";"";"";"";"";"";"None";"8:Cell-based";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1682";"SORBITOL";"7B5697N|D-GLUCITOL|D-GLUCITOL SYRUP|D-SORBITOL|E 420|E-420(I)|E420|FEMA NO. 3029|GLUCITOL, D-|INS NO.420(I)|INS-420(I)|ISOMALT IMPURITY, SORBITOL-|NEOSORB P 60W|NSC-25944|SORBITOL|SORBITOL (E420)|SORBITOL SOLUTIONS|Sorbitol";"7B5697N|E 420|FEMA NO. 3029|NSC-25944";"4.0";"Icu Medical Inc|B Braun Medical Inc|Baxter Healthcare Corp|Hospira Inc";"";"";"";"";"";"V04CC01 | B05CX02 | A06AD18 | A06AG07";"V04CC - Tests for bile duct patency | B05CX - Other irrigating solutions | A06AD - Osmotically acting laxatives | A06AG - Enemas";"V04C - OTHER DIAGNOSTIC AGENTS | B05C - IRRIGATING SOLUTIONS | A06A - DRUGS FOR CONSTIPATION | A06A - DRUGS FOR CONSTIPATION";"V04 - DIAGNOSTIC AGENTS | B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS | A06 - DRUGS FOR CONSTIPATION | A06 - DRUGS FOR CONSTIPATION";"V - VARIOUS | B - BLOOD AND BLOOD FORMING ORGANS | A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"Pharmaceutic Aid (flavor); Pharmaceutic Aid (tablet excipient)";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Prescription Only";"OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO"
"CHEMBL2108264";"CARRAGEENAN";"AEC CARRAGEENAN GEL|AEC CARRAGEENAN POWDER|CALCIUM CARAGEENIN|CALCIUM CARRAGEENAN|CALCIUM CARRAGEENATE|CARRAGEENAN|CARRAGEENAN CALCIUM|CARRAGEENAN SODIUM|CARRAGEENAN, SODIUM SALT|CARRAGEENIN|E-407|EUCHEUMAN (FROM EUCHEUMA SPP.)|GENUGEL CARRAGEENAN|GENUVISCO CARRAGEENAN|HYPNEAN (FROM HYPNEA SPP.)|INS NO.407|INS-407|IRIDOPHYCAN (FROM IRIDAEA SPP.)|Marine Colloids|POTASSIUM CARRAGEENAN|SEA SPEN|SEASPEN PF|SODIUM CARRAGEENAN|SODIUM CARRAGEENATE|VISCARIN";"E-407|INS NO.407|INS-407";"2.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Aid (viscosity-increasing agent); Pharmaceutic Aid (suspending agent)";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3707317";"LOREDIPLON";"GF-015535-00|Lorediplon";"";"-1.0";"";"'-plon'";"";"non-benzodiazepine anxiolytics, sedatives, hypnotics";"'-plon(-plon)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4297404";"MK-0767";"MK 0767|MK-0767|MK0767";"MK 0767";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(CC2OC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1"
"CHEMBL5095305";"DAVOCETICEPT";"ALPN-202|ALPN202|DAVOCETICEPT";"ALPN-202|ALPN202";"1.0";"";"'-cept'";"";"receptor molecules or membrane ligands, natural, modified or modified";"'-cept(-cept)'";"";"";"";"";"";"";"";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4297278";"E7107";"E7107";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1C[C@@](C)(O)/C=C/C=C(\C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N2CCN(C3CCCCCC3)CC2)/C=C/[C@@H]1C"
